2023-01-02 10:25:55.4|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 1.0.1.2210
2023-01-02 10:25:55.5|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-01-02 10:25:55.6|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-01-02 10:25:56.0|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-01-02 10:25:56.1|Warn|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {46759e3b-9611-4f74-b476-350ac3d7c2c5} may be persisted to storage in unencrypted form.
2023-01-02 10:25:56.3|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3 ***
2023-01-02 10:25:56.5|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2023-01-02 10:25:56.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-01-02 10:25:56.5|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0374204s
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0488599s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrating
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex VersionInfo (Version)
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "UC_Version" ON "VersionInfo" ("Version" ASC)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0017137s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0001414s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo AppliedOn DateTime
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "AppliedOn" DATETIME
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0012254s
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrated
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0050321s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrating
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 1.29E-05s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo Description String
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "Description" TEXT
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0004047s
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrated
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0042068s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|1: InitialSetup migrating
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-01-02 10:25:56.6|Info|InitialSetup|Starting migration of Main DB to 1
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Config
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "Config" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Key" TEXT NOT NULL, "Value" TEXT NOT NULL)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0007288s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex Config (Key)
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "IX_Config_Key" ON "Config" ("Key" ASC)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0003325s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable History
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "History" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "IndexerId" INTEGER NOT NULL, "Date" DATETIME NOT NULL, "Data" TEXT NOT NULL, "EventType" INTEGER, "DownloadId" TEXT)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.000695s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex History (DownloadId)
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE INDEX "IX_History_DownloadId" ON "History" ("DownloadId" ASC)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0002971s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Notifications
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "Notifications" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Settings" TEXT NOT NULL, "Implementation" TEXT NOT NULL, "ConfigContract" TEXT, "Tags" TEXT, "OnHealthIssue" INTEGER NOT NULL, "IncludeHealthWarnings" INTEGER NOT NULL)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.009825s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable ScheduledTasks
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "ScheduledTasks" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TypeName" TEXT NOT NULL, "Interval" INTEGER NOT NULL, "LastExecution" DATETIME NOT NULL, "LastStartTime" DATETIME)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0006899s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex ScheduledTasks (TypeName)
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "IX_ScheduledTasks_TypeName" ON "ScheduledTasks" ("TypeName" ASC)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0003365s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Indexers
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "Indexers" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Implementation" TEXT NOT NULL, "Settings" TEXT, "ConfigContract" TEXT, "EnableRss" INTEGER, "EnableAutomaticSearch" INTEGER, "EnableInteractiveSearch" INTEGER NOT NULL, "Priority" INTEGER NOT NULL DEFAULT 25, "Added" DATETIME NOT NULL)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0012709s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex Indexers (Name)
2023-01-02 10:25:56.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "IX_Indexers_Name" ON "Indexers" ("Name" ASC)
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0002808s
2023-01-02 10:25:56.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable ApplicationIndexerMapping
